brand,transmission,make_year,fuel_type,engine_capacity(CC),km_driven,price
Hyundai,Manual,2018.0,CNG,1197.0,90833.0,5082.0
Tata,Manual,2022.0,Petrol,1199.0,26202.0,11418.0
Maruti,Manual,2015.0,Petrol,998.0,66325.0,3432.0
Mahindra,Manual,2019.0,Diesel,2179.0,42625.0,11605.0
Hyundai,Automatic,2019.0,Petrol,998.0,72340.0,9647.0
Maruti,Manual,2020.0,Petrol,1197.0,60937.0,6479.0
Maruti,Manual,2020.0,Petrol,1197.0,35495.0,7249.0
Hyundai,Manual,2016.0,Petrol,1197.0,22581.0,4301.0
Honda,Automatic,2016.0,Petrol,1497.0,30591.0,8018.999999999999
Hyundai,Manual,2017.0,Petrol,1197.0,47327.0,5522.0
Maruti,Manual,2011.0,Petrol,1197.0,43560.0,2034.9999999999998
Maruti,Manual,2020.0,Petrol,998.0,18518.0,4488.0
Maruti,Manual,2020.0,Petrol,998.0,54209.0,4961.0
Mahindra,Manual,2023.0,Petrol,1197.0,12061.0,12408.0
Hyundai,Automatic,2017.0,Petrol,1591.0,41908.0,9339.0
Hyundai,Manual,2020.0,Petrol,998.0,49650.0,9460.0
Renault,Automatic,2020.0,Petrol,999.0,13341.0,7304.0
Renault,Manual,2022.0,Petrol,999.0,15517.0,4752.0
Maruti,Manual,2011.0,Petrol,1197.0,48906.0,2442.0
Maruti,Manual,2022.0,Petrol,998.0,21688.0,4455.0
Hyundai,Manual,2016.0,Petrol,1197.0,97502.0,4356.0
Tata,Automatic,2021.0,Petrol,1199.0,36520.0,9768.0
Hyundai,Manual,2017.0,Petrol,1591.0,83038.0,7864.999999999999
KIA,Manual,2022.0,Petrol,998.0,22732.0,11924.0
Maruti,Manual,2017.0,Petrol,998.0,43683.0,3707.0
KIA,Automatic,2020.0,Diesel,1493.0,82433.0,11396.0
Maruti,Manual,2017.0,Petrol,1197.0,84098.0,4884.0
Ford,Manual,2019.0,Diesel,1498.0,71456.0,7645.0
Tata,Manual,2022.0,CNG,1199.0,22213.0,7425.0
Hyundai,Manual,2017.0,Petrol,1197.0,50492.0,4400.0
Hyundai,Automatic,2017.0,Petrol,1591.0,74436.0,8987.0
Hyundai,Manual,2013.0,Petrol,1197.0,71347.0,3091.0
Renault,Manual,2020.0,Petrol,999.0,29244.0,5973.0
Honda,Manual,2015.0,Petrol,1497.0,48941.0,6303.0
Ford,Manual,2019.0,Diesel,1498.0,68051.0,7733.0
Honda,Automatic,2014.0,Petrol,1198.0,75833.0,4058.9999999999995
Maruti,Automatic,2021.0,Petrol,1462.0,27739.0,11407.0
Maruti,Automatic,2016.0,Petrol,998.0,84574.0,4114.0
Hyundai,Manual,2019.0,CNG,1086.0,75012.0,4807.0
Honda,Manual,2016.0,Petrol,1497.0,91272.0,6666.0
Maruti,Automatic,2017.0,Petrol,998.0,43600.0,5203.0
Maruti,Manual,2011.0,Petrol,1197.0,28823.0,2453.0
Honda,Manual,2013.0,Petrol,1198.0,78963.0,2772.0
Maruti,Automatic,2017.0,Petrol,1373.0,91712.0,6556.0
Maruti,Automatic,2022.0,Petrol,998.0,22666.0,6314.0
Ford,Automatic,2017.0,Petrol,1499.0,48832.0,6655.0
Maruti,Manual,2017.0,Petrol,1197.0,31714.0,5335.0
Maruti,Automatic,2016.0,Petrol,998.0,65734.0,4246.0
Maruti,Automatic,2017.0,Petrol,1373.0,93032.0,5797.0
Maruti,Manual,2017.0,Petrol,1197.0,29508.0,5621.0
Maruti,Manual,2011.0,Petrol,1197.0,28799.0,2442.0
Tata,Manual,2022.0,CNG,1199.0,19968.0,6886.0
Maruti,Automatic,2019.0,Petrol,1197.0,80225.0,6908.0
Renault,Automatic,2020.0,Petrol,999.0,52957.0,4367.0
Tata,Manual,2022.0,CNG,1199.0,12693.0,6864.0
Maruti,Manual,2020.0,Petrol,998.0,39602.0,3784.0
Maruti,Manual,2012.0,Petrol,1197.0,54388.0,3080.0
Maruti,Manual,2018.0,Petrol,1462.0,76461.0,7557.0
Mahindra,Automatic,2022.0,Petrol,1197.0,13045.0,12397.0
Maruti,Automatic,2018.0,Petrol,1197.0,54458.0,5742.0
Maruti,Automatic,2019.0,Petrol,1462.0,31561.0,8371.0
Maruti,Manual,2021.0,Petrol,1197.0,33986.0,7084.0
Maruti,Automatic,2019.0,Petrol,1462.0,54342.0,10131.0
Tata,Manual,2022.0,CNG,1199.0,39086.0,8217.0
MG,Manual,2021.0,Diesel,1956.0,64687.0,17028.0
Maruti,Manual,2020.0,Petrol,1197.0,51871.0,6710.0
Maruti,Automatic,2018.0,Petrol,1197.0,70318.0,5599.0
Hyundai,Manual,2020.0,Petrol,1197.0,20631.0,5841.0
Maruti,Manual,2012.0,Petrol,998.0,32697.0,2376.0
Maruti,Manual,2015.0,Petrol,1197.0,69308.0,4576.0
Maruti,Automatic,2015.0,Petrol,998.0,64427.0,3564.0
Maruti,Manual,2014.0,Petrol,998.0,65948.0,2948.0
Honda,Manual,2014.0,Petrol,1497.0,50829.0,5467.0
Hyundai,Manual,2011.0,Petrol,1197.0,34169.0,2365.0
Toyota,Manual,2011.0,Petrol,1496.0,83914.0,2332.0
Maruti,Manual,2015.0,Petrol,1373.0,109884.0,4664.0
Renault,Manual,2020.0,Petrol,999.0,35932.0,4488.0
Maruti,Automatic,2017.0,Petrol,998.0,41900.0,4356.0
Renault,Automatic,2020.0,Petrol,999.0,21527.0,4598.0
Hyundai,Automatic,2014.0,Petrol,1197.0,80495.0,3959.9999999999995
Maruti,Manual,2013.0,Petrol,1197.0,82502.0,3091.0
Hyundai,Manual,2011.0,Petrol,1197.0,82650.0,2299.0
Maruti,Automatic,2021.0,Petrol,998.0,27180.0,5126.0
Honda,Manual,2020.0,Diesel,1498.0,45972.0,7612.0
Toyota,Manual,2013.0,Petrol,1197.0,103571.0,2827.0
Tata,Manual,2022.0,Petrol,1199.0,14842.0,11022.0
Maruti,Automatic,2017.0,Petrol,1197.0,40326.0,5742.0
Hyundai,Manual,2011.0,Petrol,1197.0,71630.0,2299.0
Honda,Manual,2015.0,Petrol,1198.0,95876.0,3608.0
Maruti,Automatic,2018.0,Petrol,1197.0,37067.0,6688.0
Hyundai,Manual,2021.0,Petrol,998.0,50568.0,9691.0
Maruti,Manual,2011.0,Petrol,1197.0,41391.0,1990.9999999999998
Mahindra,Manual,2020.0,Petrol,1197.0,31607.0,9449.0
Hyundai,Manual,2019.0,Petrol,1591.0,19577.0,10186.0
Tata,Manual,2022.0,Petrol,1199.0,42490.0,10725.0
Mahindra,Automatic,2020.0,Diesel,1497.0,64788.0,9713.0
Ford,Manual,2016.0,Petrol,1499.0,92575.0,5687.0
Maruti,Manual,2022.0,Petrol,1462.0,16405.0,11660.0
Maruti,Manual,2020.0,CNG,998.0,67693.0,5544.0
Maruti,Manual,2022.0,Petrol,998.0,24887.0,5720.0
Maruti,Automatic,2018.0,Petrol,1373.0,119997.0,7073.0
Maruti,Manual,2015.0,Petrol,1197.0,75397.0,4466.0
Hyundai,Automatic,2016.0,Petrol,1197.0,25133.0,4664.0
Maruti,Automatic,2018.0,Petrol,998.0,54534.0,4532.0
Mahindra,Automatic,2021.0,Petrol,1197.0,16848.0,12188.0
Renault,Automatic,2020.0,Petrol,999.0,24963.0,4862.0
Hyundai,Automatic,2015.0,Petrol,1197.0,80208.0,4774.0
Maruti,Manual,2017.0,Petrol,1197.0,58539.0,4620.0
Maruti,Manual,2017.0,Petrol,1373.0,60227.0,6809.0
Nissan,Manual,2022.0,Petrol,999.0,15128.0,6776.0
Toyota,Manual,2015.0,Petrol,1496.0,94749.0,3575.0
Maruti,Automatic,2016.0,Petrol,998.0,47575.0,4719.0
Hyundai,Manual,2016.0,Petrol,1197.0,72615.0,4532.0
Hyundai,Manual,2017.0,Petrol,1197.0,60546.0,4246.0
Maruti,Manual,2020.0,Petrol,998.0,43141.0,4246.0
Maruti,Automatic,2018.0,Petrol,1197.0,94466.0,5225.0
Maruti,Manual,2011.0,Petrol,1197.0,47760.0,2453.0
Maruti,Manual,2019.0,Petrol,1462.0,46705.0,7853.999999999999
Honda,Manual,2015.0,Petrol,1497.0,60965.0,6061.0
Mahindra,Manual,2019.0,Petrol,1197.0,48044.0,9196.0
Tata,Manual,2021.0,Petrol,1199.0,29284.0,10329.0
Hyundai,Manual,2011.0,Petrol,1197.0,65182.0,2134.0
Mahindra,Automatic,2019.0,Diesel,2179.0,53206.0,13222.0
Mahindra,Manual,2021.0,Petrol,1197.0,12532.0,11121.0
Maruti,Manual,2017.0,Petrol,1197.0,78186.0,5918.0
Maruti,Automatic,2017.0,Petrol,1197.0,36618.0,5962.0
Tata,Manual,2022.0,CNG,1199.0,37621.0,7952.999999999999
Maruti,Manual,2015.0,Petrol,1373.0,94942.0,5170.0
Maruti,Manual,2019.0,Diesel,1498.0,92478.0,7722.0
Hyundai,Manual,2011.0,Petrol,1197.0,75338.0,1804.0
Hyundai,Manual,2011.0,Petrol,1197.0,55760.0,1958.0
Honda,Manual,2019.0,CNG,1199.0,70849.0,5654.0
Maruti,Manual,2019.0,Petrol,1197.0,57073.0,4917.0
Maruti,Manual,2019.0,Petrol,1197.0,43834.0,6347.0
Tata,Manual,2021.0,Petrol,1199.0,10551.0,5742.0
Maruti,Manual,2023.0,Petrol,1462.0,8502.0,10934.0
Mahindra,Automatic,2021.0,Petrol,1997.0,38659.0,13541.0
Toyota,Manual,2022.0,Petrol,1462.0,28970.0,9075.0
Maruti,Manual,2023.0,Petrol,1462.0,7048.0,12936.0
Maruti,Manual,2020.0,Petrol,1197.0,44365.0,6413.0
Hyundai,Manual,2015.0,Petrol,1197.0,76596.0,4367.0
KIA,Manual,2022.0,Diesel,1493.0,36166.0,11374.0
MG,Manual,2020.0,Petrol,1451.0,67143.0,10934.0
Hyundai,Manual,2013.0,Petrol,1086.0,59572.0,2167.0
Maruti,Automatic,2021.0,Petrol,1197.0,11486.0,6776.0
Maruti,Manual,2015.0,Petrol,1373.0,45419.0,5049.0
Hyundai,Manual,2022.0,Petrol,998.0,10797.0,10109.0
Honda,Manual,2022.0,Petrol,1199.0,10819.0,7788.0
Jeep,Manual,2019.0,Diesel,1956.0,36398.0,14927.0
Hyundai,Manual,2015.0,Petrol,1197.0,66783.0,4708.0
Jeep,Manual,2019.0,Diesel,1956.0,45323.0,10934.0
Mahindra,Automatic,2021.0,Petrol,1997.0,19467.0,14674.0
Honda,Manual,2013.0,Petrol,1198.0,107855.0,2739.0
Tata,Automatic,2022.0,Diesel,1956.0,20858.0,18865.0
Honda,Manual,2019.0,Petrol,1199.0,56996.0,6391.0
Honda,Automatic,2015.0,Petrol,1198.0,44303.0,4180.0
Hyundai,Manual,2018.0,Petrol,1197.0,41163.0,4202.0
Honda,Automatic,2018.0,Petrol,1199.0,49616.0,6083.0
Maruti,Automatic,2020.0,Petrol,1197.0,27579.0,7370.0
Maruti,Manual,2022.0,Petrol,796.0,2116.0,4466.0
Honda,Manual,2019.0,Petrol,1199.0,54392.0,6182.0
Hyundai,Manual,2015.0,Petrol,1197.0,51152.0,5247.0
Maruti,Manual,2020.0,Petrol,1197.0,30892.0,6688.0
Maruti,Manual,2017.0,Petrol,998.0,43944.0,3685.0
Renault,Manual,2022.0,Petrol,999.0,36809.0,7172.0
Tata,Automatic,2022.0,Diesel,1497.0,34248.0,11979.0
Hyundai,Manual,2014.0,Petrol,1197.0,88848.0,2959.0
Hyundai,Manual,2014.0,Petrol,1197.0,54137.0,3981.9999999999995
Tata,Manual,2020.0,Diesel,1497.0,25672.0,10318.0
Maruti,Manual,2016.0,Petrol,796.0,49442.0,2574.0
Tata,Manual,2022.0,Petrol,1199.0,30719.0,9141.0
Maruti,Manual,2017.0,CNG,1197.0,88225.0,4477.0
Mahindra,Automatic,2019.0,Diesel,2179.0,47525.0,12309.0
Maruti,Manual,2014.0,Petrol,998.0,57918.0,2761.0
Maruti,Automatic,2019.0,Petrol,1197.0,47915.0,6897.0
Maruti,Automatic,2017.0,Petrol,998.0,49080.0,3542.0
Maruti,Automatic,2021.0,Petrol,1197.0,39272.0,7810.0
Hyundai,Automatic,2017.0,Petrol,1197.0,52658.0,5247.0
Maruti,Automatic,2016.0,Petrol,998.0,68891.0,3959.9999999999995
Honda,Manual,2018.0,Petrol,1199.0,44929.0,5643.0
Maruti,Manual,2020.0,CNG,998.0,65103.0,5434.0
Hyundai,Manual,2014.0,Petrol,1197.0,89712.0,3267.0
Tata,Automatic,2021.0,Petrol,1199.0,43545.0,10032.0
Toyota,Manual,2011.0,Petrol,1496.0,71433.0,2552.0
Maruti,Manual,2020.0,Petrol,1197.0,58514.0,6886.0
Honda,Manual,2015.0,Petrol,1198.0,115667.0,4047.9999999999995
Maruti,Manual,2019.0,Petrol,1197.0,29453.0,5709.0
Datsun,Manual,2020.0,Petrol,999.0,39841.0,3762.0
Renault,Automatic,2021.0,Petrol,999.0,24365.0,7469.0
Honda,Manual,2015.0,CNG,1497.0,77885.0,6215.0
Maruti,Automatic,2018.0,Petrol,1197.0,42726.0,4785.0
Honda,Manual,2019.0,Petrol,1199.0,37520.0,6930.0
Maruti,Automatic,2014.0,Petrol,998.0,102506.0,3201.0
KIA,Manual,2022.0,Petrol,1353.0,17046.0,15850.999999999998
Hyundai,Manual,2016.0,Petrol,1197.0,84053.0,4774.0
Hyundai,Manual,2016.0,Petrol,1591.0,69725.0,7524.0
Hyundai,Manual,2022.0,CNG,1197.0,17709.0,8250.0
KIA,Automatic,2019.0,Diesel,1493.0,29529.0,13739.0
Datsun,Manual,2018.0,Petrol,799.0,45255.0,2475.0
Hyundai,Manual,2019.0,Petrol,1197.0,32118.0,7282.0
Maruti,Manual,2016.0,Petrol,998.0,79338.0,3575.0
Honda,Manual,2014.0,Petrol,1198.0,58114.0,3190.0
Maruti,Manual,2020.0,Petrol,1197.0,39683.0,5335.0
Hyundai,Manual,2018.0,CNG,1197.0,103921.0,4818.0
Hyundai,Manual,2021.0,Petrol,1197.0,14126.0,6083.0
Maruti,Manual,2014.0,Petrol,998.0,53493.0,2882.0
MG,Manual,2021.0,Petrol,1451.0,38816.0,16533.0
Hyundai,Manual,2022.0,Petrol,1197.0,25009.0,7227.0
Hyundai,Automatic,2020.0,Petrol,1353.0,48230.0,15554.0
Mahindra,Manual,2021.0,Diesel,1493.0,35315.0,9460.0
Mahindra,Manual,2021.0,Diesel,2179.0,68721.0,16279.999999999998
Maruti,Manual,2016.0,Petrol,1197.0,50176.0,4290.0
Maruti,Manual,2018.0,CNG,998.0,65780.0,3861.0
Hyundai,Manual,2017.0,Petrol,1591.0,87228.0,8128.999999999999
Maruti,Manual,2015.0,Petrol,1197.0,43805.0,4091.9999999999995
Maruti,Automatic,2021.0,Petrol,1197.0,29279.0,7117.0
Hyundai,Manual,2019.0,Petrol,1197.0,69807.0,4917.0
KIA,Manual,2022.0,Diesel,1493.0,44548.0,14740.0
Maruti,Manual,2014.0,CNG,998.0,81616.0,3080.0
Maruti,Manual,2018.0,Petrol,796.0,68182.0,2992.0
Maruti,Automatic,2022.0,Petrol,1462.0,29231.0,11605.0
Maruti,Manual,2018.0,Petrol,1197.0,57568.0,4752.0
Maruti,Manual,2019.0,Petrol,1197.0,43305.0,6083.0
Renault,Automatic,2017.0,Petrol,999.0,56687.0,3069.0
Mahindra,Manual,2016.0,Petrol,1198.0,27368.0,3707.0
Honda,Manual,2017.0,Petrol,1497.0,70725.0,6743.0
KIA,Automatic,2021.0,Petrol,1353.0,13153.0,16401.0
Honda,Manual,2019.0,Petrol,1199.0,58524.0,5544.0
Maruti,Manual,2020.0,Petrol,1462.0,82142.0,8029.999999999999
Hyundai,Manual,2014.0,CNG,1197.0,83724.0,3981.9999999999995
Maruti,Manual,2013.0,Petrol,998.0,19147.0,2717.0
Hyundai,Manual,2019.0,CNG,1086.0,63126.0,5214.0
Hyundai,Manual,2015.0,CNG,1197.0,71476.0,4873.0
Tata,Manual,2022.0,CNG,1199.0,40949.0,7930.999999999999
Maruti,Manual,2017.0,Petrol,998.0,98904.0,3003.0
Ford,Manual,2013.0,Petrol,1499.0,79269.0,3685.0
Honda,Manual,2017.0,Petrol,1199.0,52817.0,5907.0
Hyundai,Manual,2015.0,Petrol,1197.0,101695.0,4719.0
Maruti,Manual,2018.0,Petrol,1197.0,76745.0,6490.0
Maruti,Automatic,2020.0,Petrol,998.0,31302.0,4796.0
Hyundai,Automatic,2019.0,Petrol,1197.0,23115.0,6677.0
KIA,Manual,2022.0,Petrol,1497.0,29134.0,13442.0
Maruti,Automatic,2016.0,Petrol,1197.0,89112.0,5225.0
Maruti,Automatic,2022.0,Petrol,1197.0,20115.0,6875.0
Mahindra,Automatic,2022.0,Diesel,2184.0,26005.0,17523.0
Honda,Manual,2018.0,Petrol,1497.0,35709.0,7930.999999999999
Ford,Manual,2021.0,Diesel,1498.0,70310.0,9141.0
Maruti,Manual,2018.0,Petrol,1197.0,73844.0,5907.0
Hyundai,Manual,2015.0,Petrol,1197.0,54932.0,5005.0
Honda,Manual,2017.0,Petrol,1198.0,45651.0,4664.0
Tata,Manual,2017.0,Petrol,1199.0,73180.0,4257.0
Maruti,Manual,2021.0,Petrol,1197.0,52266.0,6424.0
Hyundai,Manual,2021.0,Petrol,1197.0,44186.0,7799.0
Honda,Manual,2016.0,CNG,1497.0,71930.0,6270.0
Maruti,Manual,2023.0,Petrol,998.0,7540.0,5126.0
Maruti,Manual,2023.0,CNG,1197.0,28162.0,6754.0
Honda,Manual,2019.0,Petrol,1199.0,79639.0,7634.0
Tata,Manual,2018.0,Petrol,1198.0,36153.0,6028.0
MG,Automatic,2023.0,Petrol,1451.0,30857.0,22044.0
Ford,Manual,2021.0,Diesel,1498.0,24617.0,9603.0
Tata,Automatic,2022.0,Diesel,1956.0,44610.0,18205.0
Nissan,Manual,2012.0,Petrol,1198.0,86119.0,2023.9999999999998
Mahindra,Manual,2023.0,Diesel,1497.0,6428.0,15400.0
Hyundai,Manual,2014.0,Petrol,814.0,43937.0,2398.0
Honda,Automatic,2022.0,Petrol,1498.0,9308.0,12584.0
Hyundai,Manual,2017.0,Petrol,1591.0,31841.0,8481.0
Honda,Automatic,2019.0,Petrol,1498.0,49976.0,7260.0
Hyundai,Manual,2013.0,Petrol,1591.0,77451.0,4257.0
Hyundai,Manual,2017.0,Petrol,1591.0,53041.0,7711.0
Maruti,Manual,2014.0,Petrol,1197.0,73079.0,4091.9999999999995
Toyota,Manual,2022.0,Petrol,2694.0,21296.0,22561.0
Honda,Manual,2015.0,Petrol,1198.0,27779.0,4036.9999999999995
Ford,Manual,2019.0,Petrol,1497.0,74910.0,7612.0
Hyundai,Manual,2019.0,Petrol,1197.0,72742.0,5082.0
Tata,Automatic,2021.0,Diesel,1956.0,62380.0,20504.0
Honda,Automatic,2021.0,Petrol,1199.0,30141.0,8646.0
Renault,Automatic,2018.0,Petrol,1498.0,107311.0,6754.0
Maruti,Manual,2022.0,CNG,796.0,21397.0,4697.0
Hyundai,Manual,2017.0,Petrol,1591.0,97913.0,7436.0
Maruti,Automatic,2016.0,Petrol,998.0,44902.0,3179.0
Hyundai,Manual,2019.0,Petrol,1197.0,42870.0,5478.0
Honda,Manual,2018.0,Diesel,1498.0,33476.0,8272.0
Honda,Manual,2013.0,Petrol,1497.0,84818.0,5181.0
Ford,Manual,2016.0,Petrol,1499.0,71617.0,6875.0
Renault,Manual,2017.0,Diesel,1461.0,71918.0,8239.0
Maruti,Manual,2016.0,Petrol,998.0,65574.0,3498.0
Maruti,Automatic,2018.0,Petrol,998.0,40683.0,5544.0
Maruti,Manual,2022.0,Petrol,1197.0,23050.0,8294.0
Hyundai,Manual,2014.0,Diesel,1396.0,35024.0,5720.0
Mahindra,Automatic,2023.0,Petrol,1997.0,11330.0,27357.0
Tata,Manual,2020.0,Petrol,1199.0,11336.0,8084.999999999999
Renault,Automatic,2020.0,Petrol,999.0,24745.0,5313.0
Mahindra,Automatic,2023.0,Petrol,1997.0,11796.0,15894.999999999998
Maruti,Manual,2015.0,Petrol,998.0,31672.0,4554.0
Hyundai,Manual,2018.0,Petrol,1197.0,26623.0,5313.0
Maruti,Automatic,2019.0,Petrol,998.0,56397.0,5313.0
Renault,Automatic,2017.0,Petrol,999.0,46878.0,3926.9999999999995
Maruti,Automatic,2016.0,Petrol,998.0,21014.0,4741.0
Maruti,Manual,2015.0,Petrol,998.0,69696.0,4598.0
Hyundai,Manual,2016.0,Petrol,1197.0,43248.0,7238.0
Tata,Manual,2023.0,Petrol,1199.0,14929.0,9867.0
Renault,Manual,2021.0,Petrol,999.0,54387.0,6490.0
KIA,Manual,2019.0,Diesel,1493.0,40508.0,12320.0
Hyundai,Manual,2013.0,Petrol,1197.0,97083.0,3850.0
Tata,Manual,2022.0,Petrol,1199.0,16535.0,9526.0
Volkswagen,Automatic,2018.0,Diesel,1498.0,63632.0,7612.0
Tata,Manual,2022.0,Diesel,1956.0,49190.0,18557.0
KIA,Automatic,2020.0,Diesel,1493.0,94361.0,11220.0
Renault,Automatic,2020.0,Petrol,999.0,27782.0,5313.0
Maruti,Manual,2017.0,Petrol,998.0,38004.0,4972.0
Maruti,Manual,2016.0,Petrol,1197.0,57333.0,6809.0
Hyundai,Manual,2016.0,Diesel,1582.0,69384.0,8029.999999999999
Hyundai,Automatic,2021.0,Petrol,1197.0,30962.0,9493.0
Renault,Manual,2021.0,Petrol,999.0,37624.0,7766.0
Maruti,Manual,2023.0,Petrol,1197.0,19575.0,7612.0
Hyundai,Automatic,2015.0,Diesel,1582.0,106215.0,9185.0
Maruti,Manual,2023.0,Petrol,998.0,9152.0,5951.0
Tata,Automatic,2020.0,Petrol,1199.0,45096.0,10967.0
Hyundai,Automatic,2020.0,Petrol,1353.0,13530.0,16643.0
Hyundai,Manual,2019.0,Petrol,1197.0,50441.0,6215.0
Hyundai,Automatic,2021.0,Petrol,1197.0,36554.0,7590.0
Toyota,Manual,2020.0,Petrol,1197.0,98650.0,8139.999999999999
Hyundai,Automatic,2021.0,Petrol,998.0,30322.0,11451.0
Hyundai,Manual,2015.0,Petrol,1197.0,73390.0,4598.0
Hyundai,Manual,2018.0,Petrol,1086.0,44778.0,5016.0
Tata,Automatic,2021.0,Petrol,1199.0,31090.0,7568.0
KIA,Automatic,2020.0,Petrol,998.0,36244.0,11759.0
Hyundai,Manual,2016.0,Petrol,1591.0,69273.0,9086.0
Maruti,Automatic,2017.0,Petrol,1197.0,80229.0,6864.0
Renault,Manual,2018.0,Petrol,799.0,39413.0,3619.0
Datsun,Manual,2021.0,Petrol,999.0,20686.0,5379.0
Volkswagen,Automatic,2016.0,Petrol,1197.0,88166.0,7205.0
Hyundai,Automatic,2019.0,Petrol,1086.0,31510.0,5731.0
Renault,Automatic,2018.0,Petrol,1498.0,36228.0,8404.0
Maruti,Manual,2018.0,Petrol,1197.0,92528.0,5016.0
Maruti,Automatic,2022.0,Petrol,1462.0,18659.0,13959.0
Maruti,Manual,2016.0,Petrol,1197.0,68284.0,6094.0
Honda,Manual,2020.0,Petrol,1199.0,35911.0,7832.0
KIA,Manual,2020.0,Diesel,1493.0,51041.0,12672.0
Hyundai,Manual,2019.0,Petrol,1197.0,65145.0,6061.0
KIA,Automatic,2022.0,Petrol,1353.0,32533.0,18315.0
Hyundai,Manual,2014.0,Petrol,1197.0,67606.0,4532.0
Maruti,Automatic,2017.0,Petrol,998.0,44109.0,5302.0
Maruti,Automatic,2020.0,Petrol,1462.0,44980.0,10417.0
Tata,Automatic,2019.0,Petrol,1198.0,59737.0,8426.0
Renault,Manual,2023.0,Petrol,999.0,1768.0,6171.0
Maruti,Manual,2018.0,Petrol,1462.0,30948.0,8172.999999999999
Hyundai,Manual,2018.0,Petrol,1197.0,15854.0,6248.0
Maruti,Manual,2023.0,Petrol,998.0,5654.0,6050.0
Hyundai,Manual,2019.0,Diesel,1493.0,52061.0,11011.0
Maruti,Manual,2013.0,Diesel,1248.0,96413.0,4213.0
Maruti,Manual,2020.0,Petrol,998.0,36650.0,4785.0
Tata,Automatic,2022.0,Petrol,1199.0,45037.0,9702.0
Renault,Manual,2021.0,Petrol,999.0,41535.0,5159.0
Renault,Manual,2016.0,Diesel,1461.0,51829.0,8415.0
Maruti,Manual,2019.0,Petrol,998.0,35153.0,4312.0
Tata,Automatic,2022.0,Diesel,1956.0,32613.0,19976.0
Renault,Manual,2017.0,Petrol,799.0,33582.0,3959.9999999999995
Maruti,Automatic,2015.0,Petrol,998.0,33709.0,4576.0
Hyundai,Manual,2022.0,Petrol,998.0,35746.0,12760.0
Hyundai,Automatic,2019.0,Petrol,998.0,43922.0,9515.0
Renault,Manual,2021.0,Petrol,999.0,15159.0,5313.0
Renault,Automatic,2018.0,Petrol,999.0,19178.0,4543.0
Hyundai,Manual,2015.0,Petrol,1197.0,31281.0,5379.0
Maruti,Automatic,2017.0,Petrol,1197.0,39601.0,6435.0
Mahindra,Manual,2016.0,Diesel,1493.0,38730.0,6633.0
Maruti,Manual,2017.0,Petrol,1197.0,54225.0,7271.0
Hyundai,Manual,2013.0,Diesel,1582.0,46332.0,5566.0
Hyundai,Automatic,2018.0,Petrol,1197.0,50840.0,6567.0
Maruti,Automatic,2015.0,Petrol,998.0,70593.0,4620.0
Tata,Automatic,2023.0,Petrol,1199.0,2280.0,8503.0
Maruti,Automatic,2018.0,Petrol,1197.0,57341.0,6501.0
Renault,Manual,2018.0,Petrol,799.0,90747.0,3366.0
Renault,Automatic,2021.0,Petrol,999.0,10015.0,5357.0
Honda,Manual,2016.0,Petrol,1198.0,51836.0,4631.0
Honda,Automatic,2017.0,Petrol,1497.0,42019.0,9779.0
Renault,Manual,2021.0,Petrol,999.0,14852.0,6534.0
Hyundai,Automatic,2022.0,Petrol,1197.0,12885.0,11462.0
Maruti,Manual,2017.0,Petrol,998.0,42178.0,4873.0
Renault,Manual,2014.0,Diesel,1461.0,83897.0,3212.0
Tata,Manual,2021.0,Petrol,1199.0,31073.0,6204.0
Hyundai,Automatic,2021.0,Petrol,1497.0,26949.0,13959.0
Volkswagen,Manual,2013.0,Petrol,1198.0,85861.0,4477.0
Maruti,Automatic,2016.0,Petrol,1197.0,83635.0,5841.0
Maruti,Automatic,2022.0,Petrol,998.0,9778.0,6710.0
Volkswagen,Manual,2019.0,Petrol,999.0,45905.0,7425.0
Tata,Manual,2021.0,Diesel,1497.0,30989.0,9988.0
Renault,Manual,2021.0,Petrol,999.0,3779.0,5324.0
Maruti,Manual,2017.0,Petrol,1197.0,67549.0,7260.0
Hyundai,Manual,2018.0,Petrol,1197.0,65464.0,5621.0
Toyota,Manual,2022.0,Petrol,1197.0,48331.0,7919.999999999999
Renault,Manual,2023.0,Petrol,999.0,20237.0,8272.0
Hyundai,Manual,2012.0,Petrol,1197.0,52538.0,4411.0
Honda,Manual,2011.0,Petrol,1497.0,68165.0,3817.0
Mahindra,Manual,2018.0,Petrol,1198.0,35107.0,5445.0
Mahindra,Manual,2015.0,Diesel,2179.0,75492.0,9724.0
Maruti,Manual,2015.0,Petrol,1373.0,95738.0,5335.0
Hyundai,Manual,2018.0,Petrol,1591.0,32982.0,9306.0
Volkswagen,Automatic,2016.0,Petrol,1197.0,67884.0,7480.0
Maruti,Manual,2018.0,Petrol,1462.0,91581.0,7128.0
Renault,Manual,2022.0,Petrol,999.0,16120.0,5544.0
Maruti,Manual,2014.0,Petrol,796.0,64243.0,3069.0
Skoda,Automatic,2022.0,Petrol,1498.0,18748.0,19162.0
Renault,Automatic,2017.0,Petrol,999.0,55810.0,4003.9999999999995
Hyundai,Manual,2022.0,Petrol,1197.0,38428.0,9295.0
Maruti,Manual,2015.0,Petrol,1373.0,25381.0,7029.0
Tata,Manual,2016.0,Petrol,1199.0,39182.0,4235.0
